Nombre,Precio,Velocidad,Modulos,Latencia (ns),Tipo,Cantidad_total,Rank
G.Skill Trident Z5 RGB 48 GB,399.99,8400,"2,24",40.0,DDR5,48,1
TEAMGROUP T-Force Delta RGB 48 GB,279.99,8200,"2,24",38.0,DDR5,48,2
G.Skill Trident Z5 RGB 48 GB,279.99,8200,"2,24",40.0,DDR5,48,3
Patriot Viper Xtreme 5 48 GB,239.99,8200,"2,24",38.0,DDR5,48,4
Patriot Viper Xtreme 5 32 GB,174.99,8200,"2,16",38.0,DDR5,32,5
G.Skill Trident Z5 RGB 48 GB,249.99,8000,"2,24",40.0,DDR5,48,6
Patriot Viper Xtreme 5 RGB 48 GB,259.99,8000,"2,24",38.0,DDR5,48,7
G.Skill Trident Z5 RGB 48 GB,259.99,8000,"2,24",40.0,DDR5,48,8
GeIL EVO V RGB 32 GB,299.99,8000,"2,16",38.0,DDR5,32,9
G.Skill Trident Z5 RGB 32 GB,239.99,8000,"2,16",38.0,DDR5,32,10
GeIL EVO V RGB 32 GB,298.99,8000,"2,16",38.0,DDR5,32,11
OLOy Blade RGB 32 GB,223.99,8000,"2,16",36.0,DDR5,32,12
Patriot Viper Xtreme 5 RGB 32 GB,217.99,8000,"2,16",38.0,DDR5,32,13
TEAMGROUP T-Force Delta RGB 32 GB,191.79,8000,"2,16",38.0,DDR5,32,14
Patriot Viper Xtreme 5 RGB 32 GB,189.99,7800,"2,16",38.0,DDR5,32,15
TEAMGROUP T-Force Delta RGB 32 GB,179.99,7800,"2,16",38.0,DDR5,32,16
G.Skill Trident Z5 RGB 32 GB,189.99,7800,"2,16",36.0,DDR5,32,17
TEAMGROUP T-Force Delta RGB 32 GB,179.21,7800,"2,16",38.0,DDR5,32,18
OLOy Blade RGB 32 GB,174.99,7800,"2,16",36.0,DDR5,32,19
Corsair Vengeance RGB 48 GB,229.99,7600,"2,24",36.0,DDR5,48,20
G.Skill Trident Z5 RGB 48 GB,224.99,7600,"2,24",38.0,DDR5,48,21
G.Skill Trident Z5 RGB 48 GB,229.99,7600,"2,24",38.0,DDR5,48,22
Patriot Viper Xtreme 5 RGB 48 GB,229.99,7600,"2,24",36.0,DDR5,48,23
Patriot Viper Xtreme 5 48 GB,199.99,7600,"2,24",36.0,DDR5,48,24
G.Skill Trident Z5 RGB 32 GB,164.99,7600,"2,16",36.0,DDR5,32,25
Corsair Dominator Platinum RGB 32 GB,214.99,7600,"2,16",36.0,DDR5,32,26
TEAMGROUP T-Force Delta RGB 32 GB,159.99,7600,"2,16",36.0,DDR5,32,27
OLOy Blade RGB 32 GB,149.99,7600,"2,16",36.0,DDR5,32,28
Patriot Viper Xtreme 5 32 GB,137.99,7600,"2,16",36.0,DDR5,32,29
Patriot Viper Xtreme 5 RGB 32 GB,166.99,7600,"2,16",36.0,DDR5,32,30
Patriot Viper Venom 32 GB,129.99,7400,"2,16",36.0,DDR5,32,31
Patriot Viper Venom RGB 32 GB,154.99,7400,"2,16",40.0,DDR5,32,32
TEAMGROUP T-Force Delta RGB 48 GB,209.99,7200,"2,24",34.0,DDR5,48,33
Corsair Dominator Titanium First Edition 48 GB,289.99,7200,"2,24",36.0,DDR5,48,34
TEAMGROUP T-Create Expert 48 GB,189.99,7200,"2,24",34.0,DDR5,48,35
Corsair Dominator Titanium 48 GB,249.99,7200,"2,24",36.0,DDR5,48,36
TEAMGROUP T-Create Expert 48 GB,199.99,7200,"2,24",34.0,DDR5,48,37
G.Skill Trident Z5 RGB 48 GB,214.99,7200,"2,24",36.0,DDR5,48,38
G.Skill Trident Z5 RGB 48 GB,204.99,7200,"2,24",36.0,DDR5,48,39
Corsair Vengeance RGB 48 GB,209.99,7200,"2,24",36.0,DDR5,48,40
Corsair Dominator Titanium First Edition 32 GB,234.99,7200,"2,16",34.0,DDR5,32,41
G.Skill Trident Z5 RGB 32 GB,132.99,7200,"2,16",34.0,DDR5,32,42
Lexar Ares RGB 32 GB,144.79,7200,"2,16",34.0,DDR5,32,43
TEAMGROUP T-Create Expert 32 GB,129.99,7200,"2,16",34.0,DDR5,32,44
Corsair Dominator Titanium 32 GB,198.0,7200,"2,16",34.0,DDR5,32,45
Klevv CRAS XR5 RGB 32 GB,119.99,7200,"2,16",36.0,DDR5,32,46
Kingston FURY Renegade 32 GB,257.25,7200,"2,16",38.0,DDR5,32,47
Patriot Viper Venom RGB 32 GB,144.99,7200,"2,16",40.0,DDR5,32,48
ADATA XPG LANCER RGB 32 GB,162.99,7200,"2,16",34.0,DDR5,32,49
TEAMGROUP T-Force Delta RGB 32 GB,124.99,7200,"2,16",34.0,DDR5,32,50
Kingston Fury Renegade RGB 32 GB,224.99,7200,"2,16",38.0,DDR5,32,51
Corsair Dominator Platinum RGB 32 GB,194.99,7200,"2,16",34.0,DDR5,32,52
Corsair Vengeance 32 GB,159.99,7200,"2,16",34.0,DDR5,32,53
Kingston FURY Renegade 32 GB,245.76,7200,"2,16",38.0,DDR5,32,54
Patriot Viper Venom 32 GB,124.99,7200,"2,16",34.0,DDR5,32,55
Corsair Dominator Titanium 32 GB,199.99,7200,"2,16",34.0,DDR5,32,56
Corsair Vengeance RGB 32 GB,159.99,7200,"2,16",34.0,DDR5,32,57
Corsair Dominator Titanium 48 GB,239.99,7000,"2,24",36.0,DDR5,48,58
Corsair Vengeance RGB 48 GB,195.99,7000,"2,24",40.0,DDR5,48,59
Corsair Vengeance 48 GB,186.8,7000,"2,24",40.0,DDR5,48,60
Corsair Vengeance RGB 48 GB,199.99,7000,"2,24",36.0,DDR5,48,61
Patriot Viper Venom RGB 32 GB,139.99,7000,"2,16",40.0,DDR5,32,62
Corsair Vengeance 32 GB,142.99,7000,"2,16",40.0,DDR5,32,63
Corsair Dominator Titanium 32 GB,192.99,7000,"2,16",34.0,DDR5,32,64
Patriot Viper Venom 32 GB,119.99,7000,"2,16",32.0,DDR5,32,65
Corsair Vengeance RGB 32 GB,157.99,7000,"2,16",36.0,DDR5,32,66
Corsair Vengeance RGB 32 GB,129.99,7000,"2,16",36.0,DDR5,32,67
Patriot Viper Elite 5 RGB 32 GB,139.99,7000,"2,16",38.0,DDR5,32,68
TEAMGROUP T-Force Delta RGB 32 GB,124.99,7000,"2,16",34.0,DDR5,32,69
Corsair Vengeance 32 GB,159.99,7000,"2,16",34.0,DDR5,32,70
Corsair Vengeance RGB 32 GB,159.97,7000,"2,16",40.0,DDR5,32,71
Klevv CRAS XR5 RGB 32 GB,119.99,7000,"2,16",36.0,DDR5,32,72
Corsair Dominator Platinum RGB 32 GB,204.99,7000,"2,16",34.0,DDR5,32,73
Corsair Vengeance 64 GB,247.99,6800,"2,32",32.0,DDR5,64,74
G.Skill Trident Z5 RGB 64 GB,259.99,6800,"2,32",34.0,DDR5,64,75
Corsair Dominator Platinum RGB 64 GB,299.99,6800,"2,32",40.0,DDR5,64,76
G.Skill Ripjaws S5 64 GB,239.99,6800,"2,32",34.0,DDR5,64,77
G.Skill Ripjaws S5 48 GB,174.99,6800,"2,24",34.0,DDR5,48,78
TEAMGROUP T-Force Delta RGB 48 GB,359.99,6800,"2,24",36.0,DDR5,48,79
G.Skill Trident Z5 RGB 48 GB,184.99,6800,"2,24",34.0,DDR5,48,80
G.Skill Trident Z5 RGB 32 GB,124.99,6800,"2,16",34.0,DDR5,32,81
PROXMEM UNDERWORLD TUF 32 GB,99.99,6800,"2,16",34.0,DDR5,32,82
Mushkin Redline Lumina 32 GB,117.99,6800,"2,16",34.0,DDR5,32,83
Patriot Viper Venom RGB 32 GB,129.99,6800,"2,16",40.0,DDR5,32,84
Patriot Viper Venom 32 GB,118.99,6800,"2,16",34.0,DDR5,32,85
TEAMGROUP T-Force Delta RGB 32 GB,113.4,6800,"2,16",34.0,DDR5,32,86
Mushkin Redline ST 32 GB,105.98,6800,"2,16",34.0,DDR5,32,87
TEAMGROUP T-Force Delta RGB 32 GB,114.99,6800,"2,16",34.0,DDR5,32,88
Corsair Vengeance RGB 32 GB,149.99,6800,"2,16",40.0,DDR5,32,89
Kingston FURY Renegade 32 GB,184.99,6800,"2,16",36.0,DDR5,32,90
Mushkin Redline ST 32 GB,119.99,6800,"2,16",32.0,DDR5,32,91
G.Skill Ripjaws S5 32 GB,119.99,6800,"2,16",34.0,DDR5,32,92
Kingston Fury Renegade RGB 32 GB,239.99,6800,"2,16",36.0,DDR5,32,93
Kingston Fury Renegade RGB 32 GB,210.25,6800,"2,16",36.0,DDR5,32,94
Mushkin Redline Lumina White 32 GB,117.98,6800,"2,16",34.0,DDR5,32,95
Corsair Vengeance 32 GB,139.99,6800,"2,16",40.0,DDR5,32,96
ADATA XPG LANCER RGB 32 GB,152.99,6800,"2,16",34.0,DDR5,32,97
Corsair Dominator Titanium 64 GB,309.99,6600,"2,32",32.0,DDR5,64,98
Corsair Vengeance RGB 64 GB,309.99,6600,"4,16",32.0,DDR5,64,99
Corsair Dominator Titanium First Edition 64 GB,359.99,6600,"2,32",32.0,DDR5,64,100
Corsair Vengeance RGB 64 GB,240.98,6600,"2,32",32.0,DDR5,64,101
Corsair Vengeance 64 GB,242.99,6600,"2,32",32.0,DDR5,64,102
Corsair Dominator Platinum RGB 64 GB,294.99,6600,"2,32",32.0,DDR5,64,103
Corsair Vengeance 64 GB,279.99,6600,"4,16",32.0,DDR5,64,104
Corsair Dominator Platinum RGB 64 GB,349.99,6600,"4,16",32.0,DDR5,64,105
G.Skill Trident Z5 RGB 32 GB,119.99,6600,"2,16",34.0,DDR5,32,106
Patriot Viper Elite 5 RGB 32 GB,129.99,6600,"2,16",36.0,DDR5,32,107
G.Skill Trident Z5 RGB 32 GB,127.99,6600,"2,16",34.0,DDR5,32,108
Patriot Viper Venom RGB 32 GB,124.99,6600,"2,16",40.0,DDR5,32,109
Corsair Dominator Titanium 32 GB,179.99,6600,"2,16",32.0,DDR5,32,110
Corsair Vengeance 32 GB,109.99,6600,"2,16",38.0,DDR5,32,111
Patriot Viper Venom 32 GB,117.99,6600,"2,16",34.0,DDR5,32,112
Corsair Vengeance RGB 32 GB,149.99,6600,"2,16",32.0,DDR5,32,113
Corsair Vengeance 32 GB,137.99,6600,"2,16",32.0,DDR5,32,114
Corsair Dominator Titanium 32 GB,154.69,6600,"2,16",32.0,DDR5,32,115
TEAMGROUP T-Force Delta RGB 32 GB,110.99,6600,"2,16",34.0,DDR5,32,116
Corsair Vengeance RGB 32 GB,119.99,6600,"2,16",38.0,DDR5,32,117
G.Skill Ripjaws S5 32 GB,114.99,6600,"2,16",34.0,DDR5,32,118
Corsair Dominator Platinum RGB 32 GB,175.99,6600,"2,16",32.0,DDR5,32,119
G.Skill Trident Z5 RGB 32 GB,124.99,6600,"2,16",34.0,DDR5,32,120
G.Skill Zeta R5 128 GB,1049.99,6400,"8,16",32.0,DDR5,128,121
Corsair Vengeance RGB 64 GB,224.99,6400,"2,32",32.0,DDR5,64,122
Corsair Dominator Titanium 64 GB,339.99,6400,"4,16",32.0,DDR5,64,123
TEAMGROUP T-Create Expert 64 GB,194.99,6400,"2,32",34.0,DDR5,64,124
G.Skill Zeta R5 64 GB,509.99,6400,"4,16",32.0,DDR5,64,125
Mushkin Redline ST 64 GB,199.99,6400,"2,32",32.0,DDR5,64,126
Patriot Viper Venom 64 GB,207.99,6400,"2,32",32.0,DDR5,64,127
Mushkin Redline Lumina White 64 GB,200.98,6400,"2,32",32.0,DDR5,64,128
OLOy Blade RGB 64 GB,183.99,6400,"2,32",32.0,DDR5,64,129
G.Skill Ripjaws S5 64 GB,204.99,6400,"2,32",32.0,DDR5,64,130
G.Skill Trident Z5 RGB 64 GB,217.99,6400,"2,32",32.0,DDR5,64,131
Mushkin Redline Lumina 64 GB,189.99,6400,"2,32",32.0,DDR5,64,132
Corsair Dominator Titanium 64 GB,299.99,6400,"2,32",32.0,DDR5,64,133
ADATA XPG LANCER RGB 64 GB,249.99,6400,"2,32",32.0,DDR5,64,134
Corsair Vengeance 64 GB,214.51,6400,"2,32",32.0,DDR5,64,135
Mushkin Redline Lumina White 64 GB,209.99,6400,"2,32",30.0,DDR5,64,136
Corsair Dominator Platinum RGB 64 GB,289.99,6400,"2,32",32.0,DDR5,64,137
Corsair Dominator Platinum RGB 64 GB,359.99,6400,"4,16",32.0,DDR5,64,138
Mushkin Redline Lumina 64 GB,209.99,6400,"2,32",30.0,DDR5,64,139
Corsair Vengeance 64 GB,289.99,6400,"4,16",32.0,DDR5,64,140
Corsair Vengeance RGB 64 GB,294.99,6400,"4,16",32.0,DDR5,64,141
Mushkin Redline ST 64 GB,189.99,6400,"2,32",30.0,DDR5,64,142
ADATA XPG LANCER RGB 64 GB,388.49,6400,"2,32",32.0,DDR5,64,143
Corsair Vengeance 48 GB,187.99,6400,"2,24",36.0,DDR5,48,144
Corsair Vengeance RGB 48 GB,194.99,6400,"2,24",36.0,DDR5,48,145
G.Skill Trident Z5 Neo RGB 48 GB,172.99,6400,"2,24",32.0,DDR5,48,146
G.Skill Trident Z5 RGB 48 GB,162.99,6400,"2,24",36.0,DDR5,48,147
G.Skill Ripjaws S5 48 GB,169.99,6400,"2,24",32.0,DDR5,48,148
G.Skill Trident Z5 RGB 48 GB,184.99,6400,"2,24",32.0,DDR5,48,149
G.Skill Trident Z5 Neo RGB 48 GB,174.99,6400,"2,24",32.0,DDR5,48,150
G.Skill Ripjaws S5 48 GB,149.99,6400,"2,24",36.0,DDR5,48,151
Kingston Renegade Silver 32 GB,147.99,6400,"2,16",32.0,DDR5,32,152
G.Skill Trident Z5 RGB 32 GB,112.99,6400,"2,16",32.0,DDR5,32,153
TEAMGROUP T-Create Expert 32 GB,99.99,6400,"2,16",32.0,DDR5,32,154
ADATA XPG Lancer Blade RGB 32 GB,104.99,6400,"2,16",32.0,DDR5,32,155
TEAMGROUP T-Force Vulcan 32 GB,104.99,6400,"2,16",32.0,DDR5,32,156
Mushkin Redline Lumina White 32 GB,107.99,6400,"2,16",32.0,DDR5,32,157
ADATA XPG LANCER RGB 32 GB,104.99,6400,"2,16",32.0,DDR5,32,158
TEAMGROUP T-Force Delta RGB 32 GB,104.99,6400,"2,16",40.0,DDR5,32,159
Klevv BOLT V 32 GB,104.99,6400,"2,16",32.0,DDR5,32,160
Corsair Vengeance RGB 32 GB,129.99,6400,"2,16",36.0,DDR5,32,161
Corsair Dominator Titanium 32 GB,151.27,6400,"2,16",32.0,DDR5,32,162
Kingston FURY Renegade 32 GB,159.99,6400,"2,16",32.0,DDR5,32,163
G.Skill Ripjaws S5 32 GB,109.99,6400,"2,16",32.0,DDR5,32,164
Mushkin Redline Lumina 32 GB,117.99,6400,"2,16",30.0,DDR5,32,165
Corsair Vengeance 32 GB,119.99,6400,"2,16",32.0,DDR5,32,166
Corsair Vengeance RGB 32 GB,114.99,6400,"2,16",36.0,DDR5,32,167
Corsair Dominator Platinum RGB 32 GB,179.99,6400,"2,16",38.0,DDR5,32,168
Lexar Ares RGB 32 GB,124.79,6400,"2,16",32.0,DDR5,32,169
G.Skill Trident Z 32 GB,117.99,6400,"2,16",32.0,DDR5,32,170
Corsair Dominator Platinum RGB 32 GB,174.99,6400,"2,16",32.0,DDR5,32,171
TEAMGROUP T-Create Expert 32 GB,94.99,6400,"2,16",40.0,DDR5,32,172
Corsair Vengeance RGB 32 GB,124.99,6400,"2,16",32.0,DDR5,32,173
TEAMGROUP T-Force Vulcan 32 GB,99.99,6400,"2,16",40.0,DDR5,32,174
Patriot Viper Venom RGB 32 GB,121.99,6400,"2,16",40.0,DDR5,32,175
Mushkin Redline Lumina 32 GB,104.99,6400,"2,16",32.0,DDR5,32,176
Patriot Viper Venom 32 GB,109.99,6400,"2,16",32.0,DDR5,32,177
Corsair Vengeance 32 GB,134.99,6400,"2,16",32.0,DDR5,32,178
G.Skill Trident Z5 RGB 32 GB,124.99,6400,"2,16",32.0,DDR5,32,179
GeIL EVO V RGB 32 GB,136.99,6400,"2,16",38.0,DDR5,32,180
Corsair Dominator Titanium 32 GB,177.99,6400,"2,16",32.0,DDR5,32,181
GeIL EVO V RGB 32 GB,135.99,6400,"2,16",38.0,DDR5,32,182
OLOy Blade RGB 32 GB,99.99,6400,"2,16",36.0,DDR5,32,183
G.Skill Trident Z5 32 GB,117.99,6400,"2,16",32.0,DDR5,32,184
TEAMGROUP T-Force Delta RGB 32 GB,106.99,6400,"2,16",32.0,DDR5,32,185
G.Skill Trident Z 32 GB,118.99,6400,"2,16",32.0,DDR5,32,186
Mushkin Redline ST 32 GB,109.99,6400,"2,16",32.0,DDR5,32,187
GeIL Polaris RGB 32 GB,109.99,6400,"2,16",38.0,DDR5,32,188
Lexar Ares RGB 32 GB,209.99,6400,"2,16",32.0,DDR5,32,189
G.Skill Trident Z5 Neo RGB 32 GB,109.99,6400,"2,16",32.0,DDR5,32,190
PROXMEM UNDERWORLD TUF 32 GB,99.99,6400,"2,16",32.0,DDR5,32,191
Corsair Vengeance RGB 32 GB,149.99,6400,"2,16",32.0,DDR5,32,192
Kingston Fury Renegade RGB 32 GB,154.99,6400,"2,16",32.0,DDR5,32,193
Corsair Vengeance 32 GB,116.99,6400,"2,16",36.0,DDR5,32,194
ADATA XPG LANCER RGB 32 GB,166.85,6400,"2,16",32.0,DDR5,32,195
Corsair Vengeance RGB 32 GB,136.99,6400,"2,16",38.0,DDR5,32,196
G.Skill Trident Z5 Neo RGB 32 GB,124.99,6400,"2,16",32.0,DDR5,32,197
Corsair Vengeance RGB 64 GB,294.99,6200,"4,16",32.0,DDR5,64,198
Patriot Viper Elite 5 RGB 64 GB,199.99,6200,"2,32",42.0,DDR5,64,199
Corsair Vengeance 64 GB,259.99,6200,"4,16",32.0,DDR5,64,200
Corsair Dominator Platinum RGB 64 GB,319.99,6200,"4,16",32.0,DDR5,64,201
Corsair Vengeance 64 GB,239.99,6200,"2,32",32.0,DDR5,64,202
Corsair Vengeance RGB 64 GB,229.99,6200,"2,32",32.0,DDR5,64,203
Corsair Vengeance 32 GB,129.99,6200,"2,16",32.0,DDR5,32,204
Patriot Viper Venom RGB 32 GB,119.99,6200,"2,16",40.0,DDR5,32,205
Corsair Vengeance 32 GB,114.99,6200,"2,16",36.0,DDR5,32,206
Corsair Dominator Platinum RGB 32 GB,169.99,6200,"2,16",36.0,DDR5,32,207
TEAMGROUP T-Force Delta RGB 32 GB,105.99,6200,"2,16",38.0,DDR5,32,208
Corsair Vengeance RGB 32 GB,135.99,6200,"2,16",36.0,DDR5,32,209
Corsair Vengeance 32 GB,127.99,6200,"2,16",36.0,DDR5,32,210
Patriot Viper Venom 32 GB,108.99,6200,"2,16",40.0,DDR5,32,211
Corsair Vengeance RGB 32 GB,124.99,6200,"2,16",36.0,DDR5,32,212
Patriot Viper Elite 5 RGB 32 GB,99.99,6200,"2,16",42.0,DDR5,32,213
G.Skill Zeta R5 128 GB,1308.35,6000,"8,16",30.0,DDR5,128,214
Corsair Dominator Titanium 96 GB,459.99,6000,"4,24",30.0,DDR5,96,215
Corsair Vengeance RGB 96 GB,309.99,6000,"4,24",40.0,DDR5,96,216
Corsair Vengeance RGB 96 GB,379.99,6000,"4,24",30.0,DDR5,96,217
Corsair Vengeance 96 GB,359.99,6000,"4,24",30.0,DDR5,96,218
Corsair Vengeance 64 GB,214.99,6000,"2,32",30.0,DDR5,64,219
Corsair Vengeance RGB 64 GB,224.99,6000,"2,32",30.0,DDR5,64,220
G.Skill Trident Z5 RGB 64 GB,209.99,6000,"2,32",32.0,DDR5,64,221
Silicon Power XPOWER Zenith RGB Gaming 64 GB,204.99,6000,"2,32",30.0,DDR5,64,222
Corsair Vengeance RGB 64 GB,229.99,6000,"2,32",30.0,DDR5,64,223
Kingston FURY Beast RGB 64 GB,224.99,6000,"2,32",40.0,DDR5,64,224
G.Skill Trident Z5 64 GB,204.99,6000,"2,32",32.0,DDR5,64,225
Patriot Viper Venom 64 GB,199.99,6000,"2,32",36.0,DDR5,64,226
G.Skill Flare X5 64 GB,199.99,6000,"2,32",30.0,DDR5,64,227
Corsair Vengeance RGB 64 GB,279.99,6000,"4,16",36.0,DDR5,64,228
Kingston FURY Beast RGB 64 GB,227.99,6000,"2,32",36.0,DDR5,64,229
Mushkin Redline Lumina White 64 GB,189.99,6000,"2,32",36.0,DDR5,64,230
Corsair Dominator Titanium 64 GB,269.99,6000,"2,32",30.0,DDR5,64,231
G.Skill Trident Z5 64 GB,199.99,6000,"2,32",32.0,DDR5,64,232
G.Skill Trident Z5 Neo 64 GB,209.99,6000,"2,32",30.0,DDR5,64,233
G.Skill Trident Z5 RGB 64 GB,214.99,6000,"2,32",30.0,DDR5,64,234
TEAMGROUP T-Create Expert 64 GB,184.99,6000,"2,32",34.0,DDR5,64,235
Silicon Power XPOWER Zenith RGB Gaming 64 GB,199.99,6000,"2,32",30.0,DDR5,64,236
G.Skill Trident Z5 RGB 64 GB,209.99,6000,"2,32",30.0,DDR5,64,237
Corsair Vengeance 64 GB,259.99,6000,"4,16",36.0,DDR5,64,238
Corsair Vengeance RGB 64 GB,199.99,6000,"2,32",40.0,DDR5,64,239
G.Skill Trident Z5 Neo RGB 64 GB,209.99,6000,"2,32",30.0,DDR5,64,240
Silicon Power XPOWER Zenith Gaming 64 GB,189.99,6000,"2,32",30.0,DDR5,64,241
Corsair Vengeance RGB 64 GB,239.99,6000,"2,32",40.0,DDR5,64,242
TEAMGROUP T-Force Delta RGB 64 GB,184.99,6000,"2,32",38.0,DDR5,64,243
G.Skill Trident Z5 Neo RGB 64 GB,214.99,6000,"2,32",30.0,DDR5,64,244
Kingston FURY Beast 64 GB,217.99,6000,"2,32",36.0,DDR5,64,245
Corsair Vengeance 64 GB,224.99,6000,"2,32",40.0,DDR5,64,246
Corsair Vengeance 64 GB,222.31,6000,"2,32",40.0,DDR5,64,247
Corsair Dominator Platinum RGB 64 GB,264.99,6000,"2,32",30.0,DDR5,64,248
TEAMGROUP T-Force Vulcan 64 GB,179.99,6000,"2,32",38.0,DDR5,64,249
G.Skill Trident Z5 64 GB,333.49,6000,"2,32",30.0,DDR5,64,250
Corsair Vengeance RGB 64 GB,214.99,6000,"2,32",40.0,DDR5,64,251
Corsair Dominator Platinum RGB 64 GB,249.99,6000,"2,32",40.0,DDR5,64,252
Mushkin Redline Lumina White 64 GB,216.98,6000,"2,32",30.0,DDR5,64,253
G.Skill Ripjaws S5 64 GB,232.22,6000,"2,32",30.0,DDR5,64,254
Kingston FURY Renegade 64 GB,262.1,6000,"2,32",32.0,DDR5,64,255
G.Skill Ripjaws S5 64 GB,199.99,6000,"2,32",32.0,DDR5,64,256
G.Skill Trident Z5 Neo RGB 64 GB,209.99,6000,"2,32",32.0,DDR5,64,257
G.Skill Trident Z5 RGB 64 GB,204.99,6000,"2,32",36.0,DDR5,64,258
TEAMGROUP T-Force Delta RGB 64 GB,192.99,6000,"2,32",38.0,DDR5,64,259
G.Skill Trident Z5 64 GB,205.99,6000,"2,32",32.0,DDR5,64,260
G.Skill Ripjaws S5 64 GB,204.99,6000,"2,32",30.0,DDR5,64,261
Kingston FURY Renegade 64 GB,239.99,6000,"2,32",32.0,DDR5,64,262
Mushkin Redline ST 64 GB,184.99,6000,"2,32",30.0,DDR5,64,263
G.Skill Ripjaws S5 64 GB,194.99,6000,"2,32",36.0,DDR5,64,264
Mushkin Redline Lumina 64 GB,209.99,6000,"2,32",30.0,DDR5,64,265
Kingston FURY Beast 64 GB,217.99,6000,"2,32",40.0,DDR5,64,266
Corsair Vengeance 64 GB,220.51,6000,"2,32",40.0,DDR5,64,267
Corsair Dominator Titanium 64 GB,329.99,6000,"4,16",36.0,DDR5,64,268
Silicon Power XPOWER Zenith Gaming 64 GB,199.99,6000,"2,32",30.0,DDR5,64,269
Corsair Dominator Titanium First Edition 64 GB,324.99,6000,"2,32",30.0,DDR5,64,270
TEAMGROUP T-Create Classic 64 GB,174.99,6000,"2,32",48.0,DDR5,64,271
Corsair Vengeance 64 GB,229.99,6000,"2,32",30.0,DDR5,64,272
Corsair Vengeance RGB 48 GB,164.99,6000,"2,24",36.0,DDR5,48,273
G.Skill Trident Z5 Neo RGB 48 GB,164.99,6000,"2,24",40.0,DDR5,48,274
Crucial Pro 48 GB,160.94,6000,"2,24",48.0,DDR5,48,275
G.Skill Ripjaws S5 48 GB,154.99,6000,"2,24",40.0,DDR5,48,276
Patriot Viper Elite 5 RGB 48 GB,164.99,6000,"2,24",42.0,DDR5,48,277
Corsair Vengeance RGB 48 GB,160.0,6000,"2,24",36.0,DDR5,48,278
Corsair Dominator Titanium 48 GB,229.99,6000,"2,24",30.0,DDR5,48,279
G.Skill Flare X5 48 GB,154.99,6000,"2,24",40.0,DDR5,48,280
G.Skill Trident Z5 RGB 48 GB,164.99,6000,"2,24",40.0,DDR5,48,281
Corsair Vengeance RGB 48 GB,177.94,6000,"2,24",36.0,DDR5,48,282
Corsair Vengeance RGB 48 GB,192.99,6000,"2,24",30.0,DDR5,48,283
G.Skill Trident Z5 Neo RGB 32 GB,112.99,6000,"2,16",30.0,DDR5,32,284
Corsair Vengeance 32 GB,114.99,6000,"2,16",30.0,DDR5,32,285
G.Skill Flare X5 32 GB,106.99,6000,"2,16",36.0,DDR5,32,286
TEAMGROUP T-Force Delta RGB 32 GB,106.99,6000,"2,16",30.0,DDR5,32,287
G.Skill Trident Z5 Neo 32 GB,112.99,6000,"2,16",36.0,DDR5,32,288
Corsair Vengeance RGB 32 GB,134.99,6000,"2,16",40.0,DDR5,32,289
G.Skill Flare X5 32 GB,106.99,6000,"2,16",30.0,DDR5,32,290
G.Skill Ripjaws S5 32 GB,109.43,6000,"2,16",30.0,DDR5,32,291
TEAMGROUP T-Force Vulcan 32 GB,99.99,6000,"2,16",38.0,DDR5,32,292
Corsair Vengeance RGB 32 GB,127.99,6000,"2,16",36.0,DDR5,32,293
TEAMGROUP T-Create Expert 32 GB,102.99,6000,"2,16",30.0,DDR5,32,294
Corsair Vengeance RGB 32 GB,109.99,6000,"2,16",36.0,DDR5,32,295
Corsair Dominator Platinum RGB 32 GB,157.99,6000,"2,16",36.0,DDR5,32,296
G.Skill Trident Z5 RGB 32 GB,117.99,6000,"2,16",36.0,DDR5,32,297
G.Skill Ripjaws S5 32 GB,104.49,6000,"2,16",36.0,DDR5,32,298
Silicon Power Value Gaming 32 GB,97.97,6000,"2,16",30.0,DDR5,32,299
Corsair Vengeance RGB 32 GB,134.99,6000,"2,16",36.0,DDR5,32,300
G.Skill Trident Z 32 GB,754.94,6000,"2,16",40.0,DDR5,32,301
TEAMGROUP T-Create Classic 32 GB,87.99,6000,"2,16",48.0,DDR5,32,302
Kingston FURY Beast RGB 32 GB,127.99,6000,"2,16",36.0,DDR5,32,303
PROXMEM UNDERWORLD TUF 32 GB,99.99,6000,"2,16",30.0,DDR5,32,304
G.Skill Flare X5 32 GB,96.9,6000,"2,16",32.0,DDR5,32,305
G.Skill Ripjaws S5 32 GB,158.99,6000,"2,16",32.0,DDR5,32,306
Corsair Vengeance RGB 32 GB,114.99,6000,"2,16",36.0,DDR5,32,307
TEAMGROUP T-Force DELTAα RGB 32 GB,105.99,6000,"2,16",38.0,DDR5,32,308
Corsair Vengeance 32 GB,104.99,6000,"2,16",36.0,DDR5,32,309
G.Skill Trident Z5 Neo 32 GB,115.99,6000,"2,16",32.0,DDR5,32,310
G.Skill Trident Z5 RGB 32 GB,119.99,6000,"2,16",32.0,DDR5,32,311
G.Skill Trident Z 32 GB,960.42,6000,"2,16",40.0,DDR5,32,312
Corsair Dominator Titanium 32 GB,172.99,6000,"2,16",30.0,DDR5,32,313
ADATA XPG Lancer Blade 32 GB,92.99,6000,"2,16",30.0,DDR5,32,314
G.Skill Trident Z5 Neo RGB 32 GB,124.99,6000,"2,16",30.0,DDR5,32,315
